學年度,學制,學制/系科
106,進四技,進四技財金
106,進四技,進四技財金
107,進四技,進四技財金
109,進四技,進四技財金
107,進四技,進四技財金
106,進四技,進四技財金
106,進四技,進四技財金
107,進四技,進四技財金
108,進四技,進四技財金
108,進四技,進四技財金
109,進四技,進四技財金
109,進四技,進四技財金
107,進四技,進四技財金
110,進四技,進四技財金
109,進四技,進四技財金
108,進四技,進四技財金
107,進四技,進四技財金
109,進四技,進四技財金
107,進四技,進四技財金
108,進四技,進四技財金
110,進四技,進四技財金
109,進四技,進四技財金
109,進四技,進四技財金
107,進四技,進四技財金
110,進四技,進四技財金
108,進四技,進四技財金
109,進四技,進四技財金
109,進四技,進四技財金
107,進四技,進四技財金
108,進四技,進四技財金
107,進四技,進四技財金
109,進四技,進四技財金
109,進四技,進四技財金
107,進四技,進四技財金
111,進四技,進四技財金
110,進四技,進四技財金
111,進四技,進四技財金
110,進四技,進四技財金
109,進四技,進四技財金
108,進四技,進四技財金
109,進四技,進四技財金
108,進四技,進四技財金
106,進四技,進四技財金
109,進四技,進四技財金
108,進四技,進四技財金
109,進四技,進四技財金
107,進四技,進四技財金
109,進四技,進四技財金
106,進四技,進四技財金
106,進四技,進四技財金
108,進四技,進四技財金
107,進四技,進四技財金
108,進四技,進四技財金
109,進四技,進四技財金
107,進四技,進四技財金
109,進四技,進四技財金
110,進四技,進四技財金
109,進四技,進四技財金
110,進四技,進四技財金
108,進四技,進四技財金
107,進四技,進四技財金
108,進四技,進四技財金
107,進四技,進四技財金
110,進四技,進四技財金
109,進四技,進四技財金
110,進四技,進四技財金
107,進四技,進四技財金
108,進四技,進四技財金
107,進四技,進四技財金
108,進四技,進四技財金
109,進四技,進四技財金
109,進四技,進四技財金
109,進四技,進四技財金
110,進四技,進四技財金
108,進四技,進四技財金
109,進四技,進四技財金
110,進四技,進四技財金
107,進四技,進四技財金
108,進四技,進四技財金
107,進四技,進四技財金
109,進四技,進四技財金
110,進四技,進四技財金
109,進四技,進四技財金
109,進四技,進四技財金
108,進四技,進四技財金
107,進四技,進四技財金
110,進四技,進四技財金
107,進四技,進四技財金
108,進四技,進四技財金
109,進四技,進四技財金
110,進四技,進四技財金
110,進四技,進四技財金
107,進四技,進四技財金
108,進四技,進四技財金
109,進四技,進四技財金
107,進四技,進四技財金
108,進四技,進四技財金
109,進四技,進四技財金
110,進四技,進四技財金
109,進四技,進四技財金
110,進四技,進四技財金
108,進四技,進四技財金
108,進四技,進四技財金
107,進四技,進四技財金
107,進四技,進四技財金
109,進四技,進四技財金
109,進四技,進四技財金
110,進四技,進四技財金
110,進四技,進四技財金
108,進四技,進四技財金
107,進四技,進四技財金
108,進四技,進四技財金
107,進四技,進四技財金
109,進四技,進四技財金
111,進四技,進四技財金
110,進四技,進四技財金
110,進四技,進四技財金
109,進四技,進四技財金
107,進四技,進四技財金
109,進四技,進四技財金
108,進四技,進四技財金
107,進四技,進四技財金
108,進四技,進四技財金
111,進四技,進四技財金
109,進四技,進四技財金
110,進四技,進四技財金
108,進四技,進四技財金
110,進四技,進四技財金
107,進四技,進四技財金
109,進四技,進四技財金
107,進四技,進四技財金
108,進四技,進四技財金
109,進四技,進四技財金
110,進四技,進四技財金
109,進四技,進四技財金
109,進四技,進四技財金
108,進四技,進四技財金
110,進四技,進四技財金
108,進四技,進四技財金
107,進四技,進四技財金
107,進四技,進四技財金
109,進四技,進四技財金
108,進四技,進四技財金
110,進四技,進四技財金
110,進四技,進四技財金
107,進四技,進四技財金
107,進四技,進四技財金
108,進四技,進四技財金
109,進四技,進四技財金
109,進四技,進四技財金
110,進四技,進四技財金
110,進四技,進四技財金
107,進四技,進四技財金
108,進四技,進四技財金
109,進四技,進四技財金
108,進四技,進四技財金
107,進四技,進四技財金
109,進四技,進四技財金
110,進四技,進四技財金
109,進四技,進四技財金
110,進四技,進四技財金
108,進四技,進四技財金
108,進四技,進四技財金
109,進四技,進四技財金
107,進四技,進四技財金
107,進四技,進四技財金
109,進四技,進四技財金
110,進四技,進四技財金
110,進四技,進四技財金
109,進四技,進四技財金
108,進四技,進四技財金
107,進四技,進四技財金
107,進四技,進四技財金
108,進四技,進四技財金
109,進四技,進四技財金
110,進四技,進四技財金
109,進四技,進四技財金
109,進四技,進四技財金
110,進四技,進四技財金
108,進四技,進四技財金
108,進四技,進四技財金
107,進四技,進四技財金
107,進四技,進四技財金
109,進四技,進四技財金
109,進四技,進四技財金
110,進四技,進四技財金
110,進四技,進四技財金
108,進四技,進四技財金
109,進四技,進四技財金
107,進四技,進四技財金
107,進四技,進四技財金
108,進四技,進四技財金
109,進四技,進四技財金
109,進四技,進四技財金
110,進四技,進四技財金
110,進四技,進四技財金
108,進四技,進四技財金
109,進四技,進四技財金
107,進四技,進四技財金
107,進四技,進四技財金
108,進四技,進四技財金
109,進四技,進四技財金
110,進四技,進四技財金
107,進四技,進四技財金
109,進四技,進四技財金
110,進四技,進四技財金
107,進四技,進四技財金
108,進四技,進四技財金
108,進四技,進四技財金
109,進四技,進四技財金
108,進四技,進四技財金
109,進四技,進四技財金
109,進四技,進四技財金
110,進四技,進四技財金
108,進四技,進四技財金
110,進四技,進四技財金
109,進四技,進四技財金
110,進四技,進四技財金
110,進四技,進四技財金
109,進四技,進四技財金
109,進四技,進四技財金
110,進四技,進四技財金
108,進四技,進四技財金
107,進四技,進四技財金
107,進四技,進四技財金
108,進四技,進四技財金
110,進四技,進四技財金
109,進四技,進四技財金
109,進四技,進四技財金
110,進四技,進四技財金
108,進四技,進四技財金
108,進四技,進四技財金
107,進四技,進四技財金
107,進四技,進四技財金
109,進四技,進四技財金
109,進四技,進四技財金
110,進四技,進四技財金
109,進四技,進四技財金
108,進四技,進四技財金
111,進四技,進四技財金
110,進四技,進四技財金
108,進四技,進四技財金
111,進四技,進四技財金
110,進四技,進四技財金
109,進四技,進四技財金
108,進四技,進四技財金
109,進四技,進四技財金
111,進四技,進四技財金
108,進四技,進四技財金
111,進四技,進四技財金
110,進四技,進四技財金
109,進四技,進四技財金
110,進四技,進四技財金
108,進四技,進四技財金
111,進四技,進四技財金
110,進四技,進四技財金
111,進四技,進四技財金
108,進四技,進四技財金
109,進四技,進四技財金
110,進四技,進四技財金
111,進四技,進四技財金
108,進四技,進四技財金
110,進四技,進四技財金
108,進四技,進四技財金
111,進四技,進四技財金
109,進四技,進四技財金
109,進四技,進四技財金
110,進四技,進四技財金
109,進四技,進四技財金
110,進四技,進四技財金
111,進四技,進四技財金
108,進四技,進四技財金
109,進四技,進四技財金
108,進四技,進四技財金
111,進四技,進四技財金
109,進四技,進四技財金
110,進四技,進四技財金
108,進四技,進四技財金
111,進四技,進四技財金
110,進四技,進四技財金
108,進四技,進四技財金
111,進四技,進四技財金
109,進四技,進四技財金
110,進四技,進四技財金
110,進四技,進四技財金
111,進四技,進四技財金
108,進四技,進四技財金
109,進四技,進四技財金
109,進四技,進四技財金
111,進四技,進四技財金
108,進四技,進四技財金
111,進四技,進四技財金
110,進四技,進四技財金
108,進四技,進四技財金
110,進四技,進四技財金
109,進四技,進四技財金
108,進四技,進四技財金
109,進四技,進四技財金
111,進四技,進四技財金
110,進四技,進四技財金
109,進四技,進四技財金
109,進四技,進四技財金
110,進四技,進四技財金
111,進四技,進四技財金
108,進四技,進四技財金
111,進四技,進四技財金
108,進四技,進四技財金
110,進四技,進四技財金
110,進四技,進四技財金
111,進四技,進四技財金
111,進四技,進四技財金
108,進四技,進四技財金
108,進四技,進四技財金
109,進四技,進四技財金
109,進四技,進四技財金
110,進四技,進四技財金
110,進四技,進四技財金
111,進四技,進四技財金
109,進四技,進四技財金
109,進四技,進四技財金
108,進四技,進四技財金
111,進四技,進四技財金
108,進四技,進四技財金
110,進四技,進四技財金
109,進四技,進四技財金
111,進四技,進四技財金
111,進四技,進四技財金
110,進四技,進四技財金
109,進四技,進四技財金
110,進四技,進四技財金
109,進四技,進四技財金
108,進四技,進四技財金
108,進四技,進四技財金
109,進四技,進四技財金
110,進四技,進四技財金
111,進四技,進四技財金
111,進四技,進四技財金
