,學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,日間/進修,學制班別,當學年度總量內核定新生招生名額(A),當學年度新生保留入學資格人數(B),當學年度總量內新生招生核定名額之實際註冊人數(C),當學年度各學系境外(新生)學生實際註冊人數 (E),當學年度新生註冊率(%)D=〔(C+E)/(A-B+E)〕＊100％,當學年度系所招生特色說明,當學年度招生特色說明資訊網
334,112,公立,技專校院,51,國立臺北商業大學,4122014,財政稅務系,進修,二年制大學(二技),35,0,24,0,68.57,財政稅務系之教育目的，除教導學生有關財政、稅法、會計等基本知識與專門技能外，亦注重社團活動，強化道德修養，倡導運動競賽等身心陶冶、及培養專業精神，建立熱忱服務信念為指導原則，以達成五育並重的教育宗旨。期使本系學生畢業後，皆能成為優秀有用之財稅人才，以從事政府稅務工作為職志，報效國家社會，發揮教育功能。 以下為教育目標： 1.增進學生通過國家考試之應考能力。 2.提升學生取得財稅專業證照之能力。 3.加強學生對兩岸租稅制度之認知與專業訓練。 4.厚植學生法律素養及依法行政之職業道德與倫理。 5.使學生熟稔稅務法規及租稅規劃之理論與實務操作能力。 6.使學生熟稔稅務會計及審計查核之理論與實務操作能力。 7.使學生熟稔財務管理與財政稅務之理論與實務操作能力。 8.使學生具備宏觀國際視野與實踐社會關懷的能力。,https://fintax.ntub.edu.tw/
335,112,公立,技專校院,51,國立臺北商業大學,4122014,財政稅務系碩士在職專班,在職,碩士班,12,0,10,0,83.33,財政稅務系之教育目的，除教導學生有關財政、稅法、會計等基本知識與專門技能外，亦注重社團活動，強化道德修養，倡導運動競賽等身心陶冶、及培養專業精神，建立熱忱服務信念為指導原則，以達成五育並重的教育宗旨。期使本系學生畢業後，皆能成為優秀有用之財稅人才，以從事政府稅務工作為職志，報效國家社會，發揮教育功能。 以下為教育目標： 1.增進學生通過國家考試之應考能力。 2.提升學生取得財稅專業證照之能力。 3.加強學生對兩岸租稅制度之認知與專業訓練。 4.厚植學生法律素養及依法行政之職業道德與倫理。 5.使學生熟稔稅務法規及租稅規劃之理論與實務操作能力。 6.使學生熟稔稅務會計及審計查核之理論與實務操作能力。 7.使學生熟稔財務管理與財政稅務之理論與實務操作能力。 8.使學生具備宏觀國際視野與實踐社會關懷的能力。,https://fintax.ntub.edu.tw/
336,112,公立,技專校院,51,國立臺北商業大學,4122014,財政稅務系碩士班,日間,碩士班,7,0,7,0,100.0,本所之發展特色以培養財稅政策理論與實證、國內與國際租稅法律、理論與實務之專業人才。 教學亮點為︰1.本所專任師資群共12人，包含教授3人，副教授8人，助理教授1人，具博士學位者12人。 2.著重理論與實務的結合，提升學生在財政、稅務與會計三個領域之分析與應用能力， 成為兼具租稅查核與規劃及管理的綜合運用專才。 3.因應國際化潮流所需，強化國際視野與社會關懷，加強國際稅務及課程與技能。 4.專題課程邀請政府官員及業界專家協同教學。,http://fintax.ntub.edu.tw/
337,112,公立,技專校院,51,國立臺北商業大學,4122014,財政稅務科,日間,五專,50,0,49,0,98.0,財政稅務系之教育目的，除教導學生有關財政、稅法、會計等基本知識與專門技能外，亦注重社團活動，強化道德修養，倡導運動競賽等身心陶冶、及培養專業精神，建立熱忱服務信念為指導原則，以達成五育並重的教育宗旨。期使本系學生畢業後，皆能成為優秀有用之財稅人才，以從事政府稅務工作為職志，報效國家社會，發揮教育功能。 以下為教育目標： 1.增進學生通過國家考試之應考能力。 2.提升學生取得財稅專業證照之能力。 3.加強學生對兩岸租稅制度之認知與專業訓練。 4.厚植學生法律素養及依法行政之職業道德與倫理。 5.使學生熟稔稅務法規及租稅規劃之理論與實務操作能力。 6.使學生熟稔稅務會計及審計查核之理論與實務操作能力。 7.使學生熟稔財務管理與財政稅務之理論與實務操作能力。 8.使學生具備宏觀國際視野與實踐社會關懷的能力。,http://fintax.ntub.edu.tw/
338,112,公立,技專校院,51,國立臺北商業大學,4131010,企業管理系,日間,學士班(含四技),38,0,37,6,97.73,一、教育目標：本系以「培養全方位企業管理人才」作為培育目標，以提升學生具備高品格、國際觀與實務技能之商業管理決策人才。二、發展特色:1、本系所發展特色聚焦於培育『流通服務暨連鎖加盟產業』管理專才。2、成立跨系科之行銷流通學程。3、系科課程規畫四大模組，分別為「行銷與流通」、「財務與會計」及「組織與人資」、「作業與創新」，藉此四大模組課程支援本系『流通服務暨連鎖加盟產業』發展。4、結合系友會的資源，強化畢業系友支援母系的發展運作。5、辦理大師系列講座課程以及業師協同教學，增進學生實務技能。6、本系所為提升教師研發能力及拓展產學合作推廣，持續改善產學優質環境，規劃產學合作空間及研究中心。目前設有「數位應用產學合作中心」、「流通管理研究中心」、「連鎖加盟經營管理與法律研究中心」及「東協經營管理研究中心」，透過跨校學術研究及產學合作活動，結合本校教師及產業界專家，積極辦理產學學合作與專業人才培訓。,http://ba.ntub.edu.tw
339,112,公立,技專校院,51,國立臺北商業大學,4131010,企業管理系,日間,二年制大學(二技),30,0,29,0,96.67,一、教育目標：本系以「培養全方位企業管理人才」作為培育目標，以提升學生具備高品格、國際觀與實務技能之商業管理決策人才。二、發展特色:1、本系所發展特色聚焦於培育『流通服務暨連鎖加盟產業』管理專才。2、成立跨系科之行銷流通學程。3、系科課程規畫四大模組，分別為「行銷與流通」、「財務與會計」及「組織與人資」、「作業與創新」，藉此四大模組課程支援本系『流通服務暨連鎖加盟產業』發展。4、結合系友會的資源，強化畢業系友支援母系的發展運作。5、辦理大師系列講座課程以及業師協同教學，增進學生實務技能。6、本系所為提升教師研發能力及拓展產學合作推廣，持續改善產學優質環境，規劃產學合作空間及研究中心。目前設有「數位應用產學合作中心」、流通管理研究中心」、連鎖加盟經營管理與法律研究中心」及「東協經營管理研究中心」，透過跨校學術研究及產學合作活動，結合本校教師及產業界專家，積極辦理產學合作與專業人才培訓。,http://ba.ntub.edu.tw/
340,112,公立,技專校院,51,國立臺北商業大學,4131010,企業管理系,進修,學士班(含四技),45,0,45,0,100.0,一、教育目標：本系以「培養全方位企業管理人才」作為培育目標，以提升學生具備高品格、國際觀與實務技能之商業管理決策人才。二、發展特色: 1、本系所發展特色聚焦於培育『流通服務暨連鎖加盟產業』管理專才。2、成立跨系科之行銷流通學程。3、系科課程規畫四大模組，分別為「行銷與流通」、「財務與會計」及「組織與人資」、「作業與創新」，藉此四大模組課程支援本系『流通服務暨連鎖加盟產業』發展。4、結合系友會的資源，強化畢業系友支援母系的發展運作。5、辦理大師系列講座課程以及業師協同教學，增進學生實務技能。6、本系所為提升教師研發能力及拓展產學合作推廣，持續改善產學優質環境，規劃產學合作空間及研究中心。目前設有「數位應用產學合作中心」、「流通管理研究中心」、「連鎖加盟經營管理與法律研究中心」及「東協經營管理研究中心」，透過跨校學術研究及產學合作活動，結合本校教師及產業界專家，積極辦理產學合作與專業人才培訓。,http://ba.ntub.edu.tw
341,112,公立,技專校院,51,國立臺北商業大學,4131010,企業管理系,進修,二年制大學(二技),120,0,119,0,99.17,一、教育目標：本系以「培養全方位企業管理人才」作為培育目標，以提升學生具備高品格、國際觀與實務技能之商業管理決策人才。 二、發展特色:1、本系所發展特色聚焦於培育『流通服務暨連鎖加盟產業』管理專才。2、成立跨系科之行銷流通學程。3、系科課程規畫四大模組，分別為「行銷與流通」、「財務與會計」及「組織與人資」、「作業與創新」，藉此四大模組課程支援本系『流通服務暨連鎖加盟產業』發展。4、 結合系友會的資源，強化畢業系友支援母系的發展運作。 5、辦理大師系列講座課程以及業師協同教學，增進學生實務技能。6、本系所為提升教師研發能力及拓展產學合作推廣，持續改善產學優質環境，規劃產學合作空間及研究中心。目前設有「數位應用產學合作中心」、「流通管理研究中心」、「連鎖加盟經營管理與法律研究中心」及「東協經營管理研究中心」，透過跨校學術研究及產學合作活動，結合本校教師及產業界專家，辦產學學合作與專業人才培訓。,http://ba.ntub.edu.tw
342,112,公立,技專校院,51,國立臺北商業大學,4131010,企業管理系EMBA在職專班,在職,碩士班,36,0,27,0,75.0,一、教育目標：本系碩士在職專班主要以跨學科之整體性知識與實務專題研究能力為導向，著重培養兼具高階應用能力及企業管理能力之中高階管理決策人才。 二、教學特色：(一)以強化資訊科技應用、培育多元的管理專才、提升外語能力及注重創新個案教學為導向之課程規劃，並開設多門與碩士在職專班合授課程，辦理多場業界專家學者講座，增加學生交流的機會，提供學生更多學習與發展的管道。(二)本系所師生產學研究合作案成果豐碩，透過對各項產學合作之參與執行，有助學生與就業市場接軌。(三)本系所與產業界建立良好互動關係，提供優質管理人才予企業主，其縮短本系所學生等待就業時間、提昇就業率、提昇就業起薪，以教學成果與學生畢業績效做口碑宣傳。,http://ba.ntub.edu.tw
343,112,公立,技專校院,51,國立臺北商業大學,4131010,企業管理系碩士班,日間,碩士班,15,1,14,2,100.0,一、教育目標：本系碩士班主要以跨學科之整體性知識與實務專題研究能力為導向，著重培養兼具廣度與專業知識的中高階創新管理人才。 二、教學特色：(一)以強化資訊科技應用、培育多元的管理專才、提升外語能力及注重創新個案教學為導向之課程規劃，並開設多門與碩士在職專班合授課程，辦理多場業界專家學者講座，增加學生交流的機會，提供學生更多學習與發展的管道。(二)本系所師生產學研究合作案成果豐碩，透過對各項產學合作之參與執行，有助學生與就業市場接軌。(三)本系所與產業界建立良好互動關係，提供優質管理人才予企業主，其縮短本系所學生等待就業時間、提昇就業率、提昇就業起薪，以教學成果與學生畢業績效做口碑宣傳。,http://ba.ntub.edu.tw
